market,funding_total_usd,status,status_binary,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,SUM_funding_total_usd
 Software ," 11,00,000 ",operating,operating,USA,CA,SF Bay Area,Mountain View,1,1/1/13,1,Q1,2013,9/15/14,9/15/14,0,0,0,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000
 Digital Media ," 1,66,00,000 ",operating,operating,USA,NY,New York City,New York,2,1/1/07,1,Q1,2007,3/11/08,1/11/11,0,16600000,0,0,0,0,0,0,0,0,0,0,0,0,8600000,8000000,0,0,0,0,0,33200000
 Biotechnology ," 5,18,00,001 ",operating,operating,USA,MA,Boston,Lexington,4,1/1/08,1,Q1,2008,6/25/09,3/18/13,0,38300001,0,0,0,0,0,0,13500000,0,0,0,0,15000000,18300000,0,0,0,0,0,0,85100001
 Messaging ," 3,00,00,000 ",operating,operating,USA,FL,Sarasota - Bradenton,Bradenton,2,1/1/08,1,Q1,2008,6/9/09,12/1/09,0,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000
 Biotechnology ," 11,10,50,000 ",operating,operating,USA,PA,Philadelphia,Philadelphia,7,1/1/09,1,Q1,2009,10/23/09,8/13/14,0,95550000,0,0,0,15500000,0,0,0,0,0,0,0,24000000,35000000,0,0,0,0,0,0,170050000
 Software ," 1,32,05,112 ",operating,operating,USA,WI,Madison,Madison,1,1/1/05,1,Q1,2005,8/2/12,8/2/12,0,0,0,0,0,0,0,0,13205112,0,0,0,0,0,0,0,0,0,0,0,0,13205112
 Software ," 96,21,250 ",operating,operating,USA,UT,Salt Lake City,Salt Lake City,3,11/15/11,11,Q4,2011,12/6/12,10/23/14,2621250,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0,16621250
 Messaging ,"50,000",operating,operating,USA,CA,SF Bay Area,San Francisco,3,7/1/10,7,Q3,2010,6/14/09,1/1/11,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Curated Web ,"35,000",operating,operating,USA,CA,San Diego,San Diego,1,4/17/12,4,Q2,2012,2/3/12,2/3/12,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000
 Corporate IT ," 4,00,000 ",operating,operating,USA,CA,SF Bay Area,Los Gatos,1,12/12/12,12,Q4,2012,6/1/14,6/1/14,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000
 Curated Web ," 3,76,75,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,6,1/1/08,1,Q1,2008,5/28/09,7/23/12,1850000,35800000,0,0,0,0,25000,0,0,0,0,0,0,5000000,17800000,13000000,0,0,0,0,0,73475000
 Collaboration ," 1,10,00,000 ",operating,operating,CAN,BC,Vancouver,Vancouver,1,1/17/07,1,Q1,2007,6/24/14,6/24/14,0,11000000,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0,0,0,0,0,22000000
 Mobile ," 2,50,308 ",operating,operating,CAN,QC,Montreal,Montréal,1,5/10/12,5,Q2,2012,5/10/12,5/10/12,0,250308,0,0,0,0,0,0,0,0,0,0,0,250308,0,0,0,0,0,0,0,500616
 Tourism ," 1,00,000 ",operating,operating,USA,IN,Indianapolis,Indianapolis,1,7/24/10,7,Q3,2010,11/1/10,11/1/10,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
 Social Commerce ," 4,03,00,000 ",operating,operating,USA,CA,Los Angeles,Santa Monica,3,1/1/12,1,Q1,2012,3/4/13,6/26/14,0,40300000,0,0,0,0,0,0,0,0,0,0,0,5300000,10000000,25000000,0,0,0,0,0,80600000
 Design ," 29,20,985 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,1/1/12,1,Q1,2012,10/1/12,10/29/12,1620985,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920985
 E-Commerce ," 5,00,000 ",closed,not_operating,USA,CA,SF Bay Area,San Francisco,1,6/6/12,6,Q2,2012,6/22/12,6/22/12,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Content Discovery ," 30,50,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,2,1/1/11,1,Q1,2011,2/8/12,3/7/13,0,3050000,0,0,0,0,0,0,0,0,0,0,0,1800000,1250000,0,0,0,0,0,0,6100000
 Search ," 3,00,000 ",closed,not_operating,USA,NY,New York City,New York,1,1/1/07,1,Q1,2007,8/1/07,8/1/07,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
 Manufacturing ," 58,47,043 ",acquired,not_operating,USA,NY,New York City,New York,1,1/1/09,1,Q1,2009,12/13/10,12/13/10,0,5847043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5847043
 Curated Web ," 30,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,Mountain View,1,10/1/10,10,Q4,2010,11/24/10,11/24/10,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,6000000
 Hospitality ,"25,000",closed,not_operating,USA,TX,San Antonio,San Antonio,1,1/6/09,1,Q1,2009,8/5/09,8/5/09,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
 Finance ," 2,00,00,000 ",operating,operating,USA,IL,Chicago,Chicago,1,1/1/11,1,Q1,2011,7/6/11,7/6/11,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000
 Messaging ," 6,00,000 ",operating,operating,USA,WA,Seattle,Bellingham,2,10/1/07,10,Q4,2007,12/1/07,7/20/13,350000,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
 Mobile ," 3,30,00,000 ",acquired,not_operating,USA,MA,Boston,Acton,5,1/1/01,1,Q1,2001,1/20/04,6/22/10,0,29000000,0,0,0,4000000,0,0,0,0,0,0,0,0,8000000,6000000,8000000,0,0,0,0,55000000
 E-Commerce ," 1,10,00,000 ",operating,operating,USA,NY,Long Island,Southampton,1,1/1/00,1,Q1,2000,9/8/14,9/8/14,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000
 Biotechnology ," 1,28,37,500 ",operating,operating,USA,VA,"Washington, D.C.",Charlottesville,1,1/1/03,1,Q1,2003,6/12/14,6/12/14,0,12837500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12837500
 Hardware + Software ," 7,57,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,6,1/1/09,1,Q1,2009,12/6/10,9/25/14,0,75700000,0,0,0,0,0,0,0,0,0,0,0,3200000,8500000,18000000,40000000,0,0,0,0,145400000
 Software ," 22,25,000 ",operating,operating,USA,MA,Boston,Boston,2,1/1/09,1,Q1,2009,8/10/09,11/19/10,0,2225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225000
 Messaging ," 14,20,000 ",operating,operating,USA,NY,New York City,New York,3,9/7/11,9,Q3,2011,11/1/11,9/20/14,1420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420000
 E-Commerce ," 6,00,000 ",operating,operating,USA,CA,San Diego,San Diego,1,1/1/13,1,Q1,2013,3/12/14,3/12/14,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
 Life Sciences ," 91,00,000 ",operating,operating,USA,CA,SF Bay Area,Belvedere Tiburon,1,1/1/00,1,Q1,2000,11/1/13,11/1/13,0,9100000,0,0,0,0,0,0,0,0,0,0,0,9100000,0,0,0,0,0,0,0,18200000
 Energy IT ,"17,000",operating,operating,USA,WA,Seattle,Seattle,1,5/15/07,5,Q2,2007,9/1/12,9/1/12,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
 Advertising ," 1,70,00,000 ",operating,operating,USA,NY,New York City,New York,4,1/1/09,1,Q1,2009,7/1/09,7/17/13,0,17000000,0,0,0,0,0,0,0,0,0,0,0,2000000,9000000,6000000,0,0,0,0,0,34000000
 Software ," 60,00,000 ",operating,operating,USA,RI,Providence,Providence,1,1/1/01,1,Q1,2001,4/1/05,4/1/05,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,12000000
 Biotechnology ," 15,00,000 ",operating,operating,USA,PA,Allentown,Bethlehem,1,6/1/13,6,Q2,2013,7/18/13,7/18/13,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,3000000
 Manufacturing ," 1,45,000 ",operating,operating,USA,UT,UT - Other,Morgan,1,10/6/06,10,Q4,2006,11/16/13,11/16/13,0,0,0,0,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
 E-Commerce ,"10,000",operating,operating,USA,TX,Houston,Houston,1,4/10/12,4,Q2,2012,8/24/14,8/24/14,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
 Software ," 35,00,000 ",operating,operating,USA,CA,San Diego,San Diego,1,1/1/13,1,Q1,2013,3/6/14,3/6/14,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
 All Students ," 15,00,000 ",operating,operating,USA,NY,New York City,Brooklyn,2,1/1/12,1,Q1,2012,1/7/12,6/25/14,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
 Software ," 1,82,50,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/99,1,Q1,1999,8/25/09,8/25/09,0,18250000,0,0,0,0,0,0,0,0,0,0,0,0,0,18250000,0,0,0,0,0,36500000
 Education ," 34,50,000 ",acquired,not_operating,USA,WA,Seattle,Seattle,3,6/5/07,6,Q2,2007,1/1/07,5/27/09,0,3450000,0,0,0,0,0,0,0,0,0,0,0,3450000,0,0,0,0,0,0,0,6900000
 Software ," 55,72,464 ",operating,operating,USA,CA,Los Angeles,Los Angeles,2,1/1/03,1,Q1,2003,6/24/10,6/20/11,0,5572464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5572464
 Advertising ,"20,000",operating,operating,USA,OR,"Portland, Oregon",Portland,1,1/21/13,1,Q1,2013,10/11/13,10/11/13,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
 Software ," 1,20,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,1,4/10/97,4,Q2,1997,9/18/02,9/18/02,0,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,24000000
 Video ," 2,60,000 ",operating,operating,USA,NV,Las Vegas,Las Vegas,3,4/28/12,4,Q2,2012,7/31/12,2/10/14,0,0,0,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000
 Enterprise Software ," 4,72,00,000 ",operating,operating,USA,CA,San Diego,San Diego,4,3/1/08,3,Q1,2008,1/10/12,4/29/14,0,47200000,0,0,0,0,0,0,0,0,0,0,0,1100000,10500000,15600000,20000000,0,0,0,0,94400000
 Sports ," 3,80,000 ",operating,operating,USA,IL,Chicago,Chicago,1,5/23/12,5,Q2,2012,5/23/12,5/23/12,0,0,0,0,0,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000
 E-Commerce ," 1,00,000 ",operating,operating,USA,CA,SF Bay Area,Berkeley,1,11/24/13,11,Q4,2013,1/30/14,1/30/14,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
 E-Commerce ," 50,00,000 ",operating,operating,CAN,ON,Toronto,Toronto,1,10/21/09,10,Q4,2009,8/28/13,8/28/13,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,10000000
 Medical ," 22,38,920 ",operating,operating,USA,AR,Fayetteville,Fayetteville,2,1/1/01,1,Q1,2001,7/23/09,1/13/10,0,2238920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238920
 SaaS ," 2,50,000 ",operating,operating,USA,NV,Las Vegas,Las Vegas,2,3/1/10,3,Q1,2010,2/9/12,2/6/13,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
 Curated Web ," 5,00,000 ",operating,operating,CAN,BC,Vancouver,Vancouver,2,1/1/06,1,Q1,2006,11/1/07,3/17/09,0,500000,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,1000000
 Legal ," 7,50,000 ",operating,operating,USA,CA,SF Bay Area,Alameda,3,3/30/06,3,Q1,2006,1/1/07,1/1/10,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,750000
 Mobile ," 1,25,77,276 ",operating,operating,USA,CO,Denver,Boulder,5,5/1/09,5,Q2,2009,6/9/10,2/4/14,0,12577276,0,0,0,0,0,0,0,0,0,0,0,700000,7500000,0,0,0,0,0,0,20777276
 Curated Web ,"80,000",closed,not_operating,USA,UT,Salt Lake City,Lehi,1,12/10/06,12,Q4,2006,1/10/07,1/10/07,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
 Customer Support Tools ," 12,50,000 ",operating,operating,USA,TX,Dallas,Dallas,1,1/1/08,1,Q1,2008,6/11/14,6/11/14,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000
 Enterprise Software ," 12,00,000 ",operating,operating,USA,MD,"Washington, D.C.",Chevy Chase,1,6/13/11,6,Q2,2011,4/1/12,4/1/12,0,1200000,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,2400000
 Software ," 15,25,000 ",operating,operating,USA,FL,Tampa,Clearwater,2,1/1/05,1,Q1,2005,8/18/11,12/17/12,0,525000,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525000
 Health and Wellness ," 1,78,47,734 ",operating,operating,USA,CA,San Diego,San Diego,4,1/1/03,1,Q1,2003,9/10/09,7/12/11,0,1943988,0,0,0,1749900,0,0,0,14153846,0,0,0,0,0,0,0,0,0,0,0,17847734
 Medical Devices ," 11,45,00,000 ",operating,operating,USA,NC,Raleigh,Morrisville,2,1/1/05,1,Q1,2005,5/6/10,2/26/13,0,44500000,0,0,0,0,0,0,70000000,0,0,0,0,0,0,44500000,0,0,0,0,0,159000000
 Pharmaceuticals ," 8,90,000 ",operating,operating,USA,VA,"Washington, D.C.",Charlottesville,2,1/1/13,1,Q1,2013,7/2/14,11/12/14,0,500000,0,0,390000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,1390000
 Startups ," 25,00,000 ",operating,operating,USA,NV,Las Vegas,Las Vegas,1,5/1/06,5,Q2,2006,5/15/13,5/15/13,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
 Hardware + Software ," 77,60,000 ",acquired,not_operating,USA,CA,Los Angeles,Los Angeles,5,8/15/05,8,Q3,2005,4/26/07,2/7/11,0,5660000,0,0,0,2100000,0,0,0,0,0,0,0,1360000,4300000,0,0,0,0,0,0,13420000
 Women ," 1,10,000 ",operating,operating,USA,NY,New York City,New York,2,1/1/09,1,Q1,2009,1/1/09,8/25/11,60000,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
 Technology ,"2,000",operating,operating,USA,FL,Tampa,Clearwater,1,1/1/14,1,Q1,2014,5/15/14,5/15/14,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
 Music ," 1,90,000 ",operating,operating,USA,CA,SF Bay Area,San Jose,1,10/1/13,10,Q4,2013,10/28/14,10/28/14,0,0,0,0,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
 Hardware + Software ," 10,44,000 ",operating,operating,USA,MA,Boston,Somerville,1,7/11/13,7,Q3,2013,11/27/13,11/27/13,0,1044000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044000
 Construction ," 1,61,32,000 ",operating,operating,USA,TX,Austin,Austin,1,9/1/02,9,Q3,2002,3/24/10,3/24/10,0,16132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16132000
 Biotechnology ," 1,80,000 ",operating,operating,USA,TX,Austin,Austin,1,1/1/07,1,Q1,2007,6/6/09,6/6/09,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
 Software ," 1,40,00,000 ",operating,operating,USA,FL,Miami,Miami,2,3/1/99,3,Q1,1999,1/5/08,10/17/14,0,14000000,0,0,0,0,0,0,0,0,0,0,0,1000000,13000000,0,0,0,0,0,0,28000000
 Biotechnology ," 1,00,00,000 ",operating,operating,CAN,QC,Montreal,Laval,1,1/1/98,1,Q1,1998,2/7/06,2/7/06,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,20000000
 Nonprofits ," 3,00,000 ",operating,operating,USA,MA,Boston,Cambridge,1,12/1/09,12,Q4,2009,3/17/14,3/17/14,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
 Advertising ," 3,21,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,7,6/1/02,6,Q2,2002,9/1/02,10/13/09,0,32100000,0,0,0,0,0,0,0,0,0,0,0,4580000,6500000,11520000,9500000,0,0,0,0,64200000
 Clean Technology ," 80,00,000 ",operating,operating,USA,NY,New York City,New York,1,1/1/04,1,Q1,2004,4/27/08,4/27/08,0,8000000,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,16000000
 Apps ," 81,15,000 ",operating,operating,USA,IN,Indianapolis,Indianapolis,3,1/1/99,1,Q1,1999,12/20/12,8/20/14,0,8115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8115000
 Education ," 47,00,000 ",operating,operating,USA,CA,SF Bay Area,Menlo Park,2,1/1/06,1,Q1,2006,11/9/10,10/11/13,0,1700000,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,4700000
 Venture Capital ," 3,40,00,000 ",operating,operating,USA,CO,Denver,Boulder,3,10/1/06,10,Q4,2006,2/10/11,9/21/11,0,34000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000000
 Games ," 20,00,000 ",operating,operating,USA,OH,Toledo,Sylvania,1,1/1/08,1,Q1,2008,10/16/09,10/16/09,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000
 Security ," 5,00,00,000 ",operating,operating,USA,TX,Austin,Austin,1,1/1/99,1,Q1,1999,8/6/06,8/6/06,0,0,0,0,0,0,0,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,50000000
 Biotechnology ," 10,65,000 ",operating,operating,USA,VA,Roanoke,Blacksburg,2,1/1/06,1,Q1,2006,7/1/09,4/13/11,0,1065000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065000
 Software ," 1,00,00,000 ",operating,operating,USA,CA,SF Bay Area,Redwood City,1,1/1/01,1,Q1,2001,6/13/05,6/13/05,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000
 Enterprise Software ," 6,00,000 ",operating,operating,USA,NY,Long Island,Cold Spring Harbor,1,8/1/13,8,Q3,2013,10/16/13,10/16/13,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
 E-Commerce ," 5,68,75,000 ",operating,operating,USA,RI,Providence,Providence,4,1/1/11,1,Q1,2011,2/1/12,11/18/14,675000,55000000,0,0,0,0,1200000,0,0,0,0,0,0,20000000,35000000,0,0,0,0,0,0,111875000
 Facebook Applications ,"50,000",operating,operating,USA,CA,SF Bay Area,San Francisco,1,2/1/10,2,Q1,2010,2/1/10,2/1/10,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Flash Storage ," 4,75,23,823 ",operating,operating,USA,CA,SF Bay Area,Newark,3,1/1/10,1,Q1,2010,7/1/10,8/7/13,0,47523823,0,0,0,0,0,0,0,0,0,0,0,2523823,10000000,35000000,0,0,0,0,0,95047646
 Software ," 16,45,000 ",operating,operating,USA,CA,San Luis Obispo,San Luis Obispo,4,1/1/11,1,Q1,2011,11/23/11,5/1/13,0,1645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645000
 Software ," 1,45,00,000 ",operating,operating,USA,CA,SF Bay Area,San Jose,2,1/1/98,1,Q1,1998,1/28/02,5/11/06,0,14500000,0,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,26500000
 Semiconductors ," 6,26,00,000 ",acquired,not_operating,USA,CA,Napa Valley,Petaluma,5,1/1/01,1,Q1,2001,1/1/02,11/16/09,0,62600000,0,0,0,0,0,0,0,0,0,0,0,7000000,9000000,13000000,28000000,0,0,0,0,119600000
 Software ," 3,31,000 ",operating,operating,USA,GA,Atlanta,Atlanta,1,1/1/11,1,Q1,2011,3/9/11,3/9/11,0,331000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331000
 Mobile ," 6,00,000 ",closed,not_operating,USA,CA,Los Angeles,Los Angeles,2,3/1/10,3,Q1,2010,6/1/10,11/1/10,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
 Biotechnology ," 5,13,70,140 ",operating,operating,USA,PA,Philadelphia,Malvern,2,1/1/12,1,Q1,2012,8/14/13,10/8/14,0,45370140,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,51370140
 Semiconductors ," 1,02,50,000 ",operating,operating,USA,CA,SF Bay Area,Campbell,2,1/1/05,1,Q1,2005,12/15/08,2/10/11,0,10250000,0,0,0,0,0,0,0,0,0,0,0,0,5500000,4750000,0,0,0,0,0,20500000
 Health and Wellness ," 7,42,50,103 ",operating,operating,USA,TX,Dallas,Dallas,4,1/1/02,1,Q1,2002,12/3/09,9/18/14,0,74250103,0,0,0,0,0,0,0,0,0,0,0,9000018,15000004,50250081,0,0,0,0,0,148500206
 Software ," 2,95,00,000 ",operating,operating,USA,VA,"Washington, D.C.",Vienna,3,1/1/96,1,Q1,1996,4/26/05,3/30/10,0,9500000,0,0,0,0,0,0,20000000,0,0,0,0,0,6500000,0,0,0,0,0,0,36000000
 Public Relations ," 2,60,00,000 ",operating,operating,USA,CA,Los Angeles,El Segundo,1,1/1/01,1,Q1,2001,3/22/05,3/22/05,0,26000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0,0,0,0,52000000
 Mobile ," 6,34,60,000 ",operating,operating,USA,MD,"Washington, D.C.",Bethesda,4,1/1/08,1,Q1,2008,5/14/10,10/21/14,0,62460000,0,0,0,1000000,0,0,0,0,0,0,0,0,25500000,32500000,0,0,0,0,0,121460000
 Semiconductors ," 1,00,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,Campbell,1,1/1/00,1,Q1,2000,1/1/06,1/1/06,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,20000000
 Wireless ," 5,09,79,197 ",operating,operating,USA,WA,Seattle,Seattle,4,1/1/03,1,Q1,2003,5/9/08,7/11/11,0,44579684,0,0,0,6399513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50979197
 Mobile ," 15,04,50,000 ",acquired,not_operating,USA,MD,Baltimore,Annapolis,11,1/1/87,1,Q1,1987,10/26/04,1/11/13,0,75000000,0,0,0,14250000,0,53500000,7700000,0,0,0,0,0,5000000,10000000,0,0,0,0,0,165450000
 Web Hosting ," 3,65,000 ",operating,operating,USA,NJ,Newark,Florham Park,2,1/1/10,1,Q1,2010,10/12/10,9/5/12,0,0,0,0,0,365000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365000
 Mobile ,"50,000",operating,operating,USA,TX,Dallas,Dallas,1,1/1/10,1,Q1,2010,7/2/12,7/2/12,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Messaging ," 49,00,000 ",closed,not_operating,USA,CA,Los Angeles,Santa Monica,2,1/1/04,1,Q1,2004,8/1/06,1/1/08,0,4900000,0,0,0,0,0,0,0,0,0,0,0,0,4900000,0,0,0,0,0,0,9800000
 Semiconductors ," 3,50,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,Sunnyvale,2,1/1/04,1,Q1,2004,10/1/05,8/22/07,0,35000000,0,0,0,0,0,0,0,0,0,0,0,0,15000000,20000000,0,0,0,0,0,70000000
 Health Care Information Technology ," 1,17,05,000 ",operating,operating,USA,IL,Chicago,Schaumburg,7,1/1/05,1,Q1,2005,12/1/06,7/1/13,800000,4800000,0,1425000,0,0,4680000,0,0,0,0,0,0,4800000,0,0,0,0,0,0,0,16505000
 Hardware + Software ," 50,00,000 ",operating,operating,USA,CA,SF Bay Area,Sunnyvale,1,1/1/13,1,Q1,2013,9/3/13,9/3/13,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,10000000
 Health Care ," 25,00,000 ",operating,operating,USA,IA,Cedar Rapids,Iowa City,2,8/17/12,8,Q3,2012,8/8/14,8/18/14,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
 Search ," 25,00,000 ",operating,operating,USA,CA,SF Bay Area,Palo Alto,1,4/1/14,4,Q2,2014,9/8/14,9/8/14,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
 Software ," 10,00,000 ",operating,operating,USA,NJ,Newark,Fairfield,1,1/1/96,1,Q1,1996,3/27/09,3/27/09,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Android ," 10,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/12,1,Q1,2012,12/20/12,12/20/12,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Messaging ," 10,93,493 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,8/15/08,8,Q3,2008,1/24/11,9/19/11,0,1093493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093493
 Medical ," 10,00,000 ",operating,operating,USA,NY,New York City,New York,1,1/1/11,1,Q1,2011,4/24/13,4/24/13,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Wireless ," 4,82,60,819 ",acquired,not_operating,USA,AZ,Phoenix,Scottsdale,4,1/1/00,1,Q1,2000,6/16/08,10/12/10,0,48260819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48260819
 Software ," 86,28,852 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,2,1/1/98,1,Q1,1998,4/3/09,12/30/10,0,0,0,0,0,8628852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8628852
 Video Streaming ," 5,43,21,090 ",acquired,not_operating,USA,CA,Sacramento Valley,Nevada City,1,1/1/98,1,Q1,1998,1/18/12,1/18/12,0,0,0,0,0,0,0,0,54321090,0,0,0,0,0,0,0,0,0,0,0,0,54321090
